Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
sp|Q9UKX7|NUP50_HUMAN	sp|Q9UKX7|NUP50_HUMAN	8	8	8	sp|Q9UKX7|NUP50_HUMAN Nuclear pore complex protein Nup50 OS=Homo sapiens OX=9606 GN=NUP50 PE=1 SV=2	1	8	8	8	24.8	24.8	24.8	50.144	468	468	0	76.907	165180	122630	110340	153990	97730	18808	14383	204480	85378	87602	124610	85832	141260	119120	22600	151900	114520	115950	152250	100220	31531	20766	194990	85328	94449	125370	89036	137900	113240	23575	9	9	9	9	9	8	7	9	9	9	9	9	9	9	8	227880000	10				1231	2782;4249;5552;5835;5902;5931;8099;9000	True;True;True;True;True;True;True;True	2879;4392;5773;6075;6147;6179;8425;9357	4617;6968;6969;9098;9591;9728;9729;9785;13273;14706	5967;9306;9307;12077;12734;12916;12917;13000;17376;19310	5967;9307;12077;12734;12916;13000;17376;19310		
sp|Q9UKZ9|PCOC2_HUMAN	sp|Q9UKZ9|PCOC2_HUMAN	1	1	1	sp|Q9UKZ9|PCOC2_HUMAN Procollagen C-endopeptidase enhancer 2 OS=Homo sapiens OX=9606 GN=PCOLCE2 PE=1 SV=1	1	1	1	1	3.1	3.1	3.1	45.716	415	415	1	-2	13861	10785	9603.2	14306	13889	4455.7	2560.1	22393	6734.3	13805	16586	10583	10236	8758.7	6254.9	12749	10101	10116	14164	13777	5540.4	3300	21625	6960.2	14285	16258	10807	10447	8400.7	6056.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	19417000	1	+			1232	2810	True	2907	4650	6003	6003	389;390;391	391;397;398
sp|Q9UL46|PSME2_HUMAN	sp|Q9UL46|PSME2_HUMAN	1	1	1	sp|Q9UL46|PSME2_HUMAN Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=4	1	1	1	1	6.3	6.3	6.3	27.401	239	239	0.001005	7.8966	9956.6	18177	16016	22147	16264	6121	4469.5	18858	12813	19660	14500	12615	12312	16965	3970	9221.1	16990	15708	22005	16500	7465.8	5353.6	18640	12712	19750	14594	13262	12230	16136	3942.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	23150000	1				1233	546	True	562	890	1175	1175		
sp|Q9ULD2|MTUS1_HUMAN	sp|Q9ULD2|MTUS1_HUMAN	8	8	8	sp|Q9ULD2|MTUS1_HUMAN Microtubule-associated tumor suppressor 1 OS=Homo sapiens OX=9606 GN=MTUS1 PE=1 SV=2	1	8	8	8	6.9	6.9	6.9	141.4	1270	1270	0	52.965	70976	62196	43826	85098	61551	13142	11576	111680	32851	46539	72841	45246	71118	45141	16952	65244	58194	46780	83792	61182	20124	14915	106600	33994	50141	72263	46171	69997	43131	17148	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	88408000	8				1234	943;4502;5068;5229;5701;5780;7769;8710	True;True;True;True;True;True;True;True	972;4655;5242;5407;5930;6017;8081;9061	1514;7360;8278;8550;9365;9506;12741;14283	1992;9819;11041;11393;12453;12631;16716;18796	1992;9819;11041;11393;12453;12631;16716;18796		
sp|Q9ULJ8|NEB1_HUMAN	sp|Q9ULJ8|NEB1_HUMAN	4	4	4	sp|Q9ULJ8|NEB1_HUMAN Neurabin-1 OS=Homo sapiens OX=9606 GN=PPP1R9A PE=1 SV=2	1	4	4	4	3.9	3.9	3.9	123.34	1098	1098	0	28.941	22570	15871	14811	26822	18127	11601	7466.1	51463	10546	18408	33296	11145	16314	11830	10630	20753	14969	15669	26321	18254	13590	8162.7	49277	11257	19825	32385	11636	16898	11293	10276	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	40070000	4				1235	3023;5505;7102;7600	True;True;True;True	3125;5722;7394;7906	4955;9015;11710;12469	6381;11971;15476;16396	6381;11971;15476;16396	392	1087
sp|Q9ULV0|MYO5B_HUMAN	sp|Q9ULV0|MYO5B_HUMAN	16	10	10	sp|Q9ULV0|MYO5B_HUMAN Unconventional myosin-Vb OS=Homo sapiens OX=9606 GN=MYO5B PE=1 SV=3	1	16	10	10	8.3	5.7	5.7	213.67	1848	1848	0	67.107	139470	99023	75818	139440	103800	30659	21664	212530	49952	85592	163540	58007	86336	83895	34623	128130	92767	82271	137320	103420	42093	27017	202990	52867	91540	159090	61187	88019	79717	34041	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	158200000	10				1236	67;335;643;1799;2263;3893;4524;5050;5564;5812;6614;6615;7720;7830;8043;8984	True;False;True;True;True;True;False;True;True;False;False;False;True;True;False;True	68;340;662;1861;2345;4020;4677;5224;5785;6051;6885;6886;8029;8147;8368;9341	102;503;504;1033;3012;3788;6394;7387;7388;8239;9114;9554;9555;10882;10883;12667;12836;13189;14681	130;618;619;1353;3941;4908;8434;9851;9852;10968;12093;12691;12692;12693;14422;14423;16621;16827;17258;17259;19278	130;619;1353;3941;4908;8434;9852;10968;12093;12693;14422;14423;16621;16827;17259;19278		
sp|Q9ULV4|COR1C_HUMAN	sp|Q9ULV4|COR1C_HUMAN	10	10	10	sp|Q9ULV4|COR1C_HUMAN Coronin-1C OS=Homo sapiens OX=9606 GN=CORO1C PE=1 SV=1	1	10	10	10	24.7	24.7	24.7	53.248	474	474	0	85.488	422340	371180	274660	480310	423870	131670	79351	869300	174330	381440	519540	262390	312600	253680	149010	388330	347330	291790	475920	419110	172510	101010	831620	183710	403910	507330	270990	317470	242550	145470	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	1054200000	15				1237	381;3292;4183;4225;4258;4531;5534;5640;6157;6497	True;True;True;True;True;True;True;True;True;True	390;3404;4325;4368;4402;4684;5754;5866;6413;6766	580;581;5407;6878;6937;6984;6985;7397;9061;9062;9235;10196;10197;10733	718;719;7024;7025;9179;9262;9326;9327;9861;12032;12033;12241;13551;13552;14236	719;7025;9179;9262;9326;9861;12032;12241;13551;14236		
sp|Q9UM00|TMCO1_HUMAN	sp|Q9UM00|TMCO1_HUMAN	2	2	2	sp|Q9UM00|TMCO1_HUMAN Calcium load-activated calcium channel OS=Homo sapiens OX=9606 GN=TMCO1 PE=1 SV=2	1	2	2	2	6.7	6.7	6.7	27.079	239	239	0	17.063	36527	28279	37556	31972	14156	2760.5	5680.7	46146	29572	23843	42881	25868	32225	12252	7917.4	33679	26355	37620	31795	16229	5686.3	6851.9	44074	29340	25246	42671	25701	32050	11940	7994.8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	80976000	2				1238	2146;4714	True;True	2225;4874	3610;7680	4714;10246	4714;10246		
sp|Q9UM54|MYO6_HUMAN	sp|Q9UM54|MYO6_HUMAN	48	48	48	sp|Q9UM54|MYO6_HUMAN Unconventional myosin-VI OS=Homo sapiens OX=9606 GN=MYO6 PE=1 SV=4	1	48	48	48	37.5	37.5	37.5	149.69	1294	1294	0	323.31	2711300	2857200	2268500	3225700	3415000	1050200	633530	5619600	1361800	2951600	3471500	1741000	1875500	1578800	1169600	2496500	2668100	2345200	3226600	3378600	1296100	807120	5403900	1414400	3065600	3392500	1806200	1929000	1511600	1132000	83	83	83	83	83	78	83	83	83	83	83	83	83	83	83	7824000000	88				1239	339;490;1082;1313;1877;1878;2135;2243;2275;2424;2514;2923;3061;3110;3359;3461;3585;3673;3681;3855;4031;4234;4445;5113;5247;5427;5487;5648;5697;5878;5971;6131;6132;6277;6528;6535;7015;7248;7319;7338;7359;7623;7902;8255;8518;8564;9025;9026	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	344;345;506;1115;1352;1943;1944;2214;2324;2357;2510;2605;3023;3163;3212;3473;3575;3702;3796;3804;3982;4163;4377;4595;5288;5427;5622;5697;5698;5874;5925;5926;6122;6219;6387;6388;6537;6798;6805;7298;7547;7618;7637;7658;7929;8221;8586;8861;8862;8912;9383;9384	510;511;794;795;796;1789;2183;3156;3157;3158;3596;3757;3758;3803;4039;4184;4185;4186;4799;4800;5011;5012;5080;5542;5543;5544;5545;5546;5682;5902;5903;6052;6053;6062;6063;6064;6325;6326;6607;6953;7259;7260;8343;8344;8577;8848;8849;8977;8978;8979;8980;9247;9358;9359;9691;9839;10161;10162;10163;10385;10783;10790;11520;11899;11900;11996;12022;12050;12497;12959;12960;12961;13529;13955;13956;13957;13958;14065;14742;14743;14744	625;626;627;1036;1037;1038;1039;2358;2863;2864;4143;4144;4145;4699;4872;4873;4923;5237;5408;5409;5410;6186;6187;6448;6449;6527;7282;7283;7284;7285;7286;7287;7452;7453;7774;7775;7991;7992;8002;8003;8004;8339;8340;8771;9289;9668;9669;11119;11120;11423;11753;11754;11927;11928;11929;11930;12260;12446;12447;12868;13064;13502;13503;13504;13803;14304;14312;15209;15702;15703;15815;15816;15844;15875;15876;16425;16990;16991;16992;17774;18364;18365;18366;18367;18530;19352;19353;19354	627;1036;2358;2863;4143;4144;4699;4872;4923;5237;5410;6186;6449;6527;7287;7453;7774;7991;8004;8339;8771;9289;9669;11120;11423;11753;11929;12260;12446;12868;13064;13502;13504;13803;14304;14312;15209;15702;15816;15844;15875;16425;16991;17774;18367;18530;19353;19354	393;394;395;396	143;306;395;882
sp|Q9UMS4|PRP19_HUMAN	sp|Q9UMS4|PRP19_HUMAN	2	2	2	sp|Q9UMS4|PRP19_HUMAN Pre-mRNA-processing factor 19 OS=Homo sapiens OX=9606 GN=PRPF19 PE=1 SV=1	1	2	2	2	4.8	4.8	4.8	55.18	504	504	0	14.743	57839	58515	45206	56839	49766	16170	10058	81872	28402	45577	55117	36796	50416	35054	16555	53233	54494	46822	57384	50205	20456	12772	78892	29055	47612	54742	37706	49945	33524	16423	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	74514000	3				1240	7250;8061	True;True	7549;8386	11902;13222;13223	15705;17318;17319	15705;17318		
sp|Q9UN86|G3BP2_HUMAN	sp|Q9UN86|G3BP2_HUMAN	8	8	7	sp|Q9UN86|G3BP2_HUMAN Ras GTPase-activating protein-binding protein 2 OS=Homo sapiens OX=9606 GN=G3BP2 PE=1 SV=2	1	8	8	7	16.8	16.8	14.3	54.12	482	482	0	54.234	399770	206860	169190	339810	166120	44412	34872	404210	125360	124850	240450	145850	308480	186940	58440	366930	194250	190050	331340	169580	71762	44681	384140	128770	140320	241410	149920	300510	177890	60172	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	476140000	10				1241	607;2633;3580;5696;6434;7573;8199;8512	True;True;True;True;True;True;True;True	626;2726;3697;5924;6700;7875;8528;8854	981;4359;5896;9356;9357;10642;10643;12385;13440;13947	1288;5656;7768;12444;12445;14113;14114;16279;17652;18356	1288;5656;7768;12445;14114;16279;17652;18356	397	314
sp|Q9UNL2|SSRG_HUMAN	sp|Q9UNL2|SSRG_HUMAN	2	2	2	sp|Q9UNL2|SSRG_HUMAN Translocon-associated protein subunit gamma OS=Homo sapiens OX=9606 GN=SSR3 PE=1 SV=1	1	2	2	2	11.9	11.9	11.9	21.08	185	185	0	15.768	65224	62558	57044	61023	50026	8552.3	7113.8	79296	48255	51696	72778	44865	50433	46084	11398	60071	58202	58278	61381	51282	13666	10617	76325	47827	53613	72207	45987	50295	44011	11580	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	54395000	2				1242	4112;6312	True;True	4249;6575	6738;10450	8977;13880	8977;13880		
sp|Q9UNQ2|DIM1_HUMAN	sp|Q9UNQ2|DIM1_HUMAN	2	2	2	sp|Q9UNQ2|DIM1_HUMAN Probable dimethyladenosine transferase OS=Homo sapiens OX=9606 GN=DIMT1 PE=1 SV=1	1	2	2	2	6.7	6.7	6.7	35.236	313	313	0	11.632	8071	8366.7	7224.9	9582.3	7386.4	2487.6	1443.7	12797	3452	6912.1	9801.2	5083.6	5874	5722.5	3022.3	7434.7	7810.7	7379.5	9558.2	7486.5	3200.3	1833.4	12322	3614.2	7220.3	9577.7	5268.1	5977.3	5457	2942.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15763000	2				1243	5776;7245	True;True	6013;7544	9500;11896	12624;15699	12624;15699		
sp|Q9UPN4|CP131_HUMAN	sp|Q9UPN4|CP131_HUMAN	42	42	42	sp|Q9UPN4|CP131_HUMAN Centrosomal protein of 131 kDa OS=Homo sapiens OX=9606 GN=CEP131 PE=1 SV=3	1	42	42	42	43.3	43.3	43.3	122.15	1083	1083	0	323.31	1032900	1405500	964890	1397900	1283500	92229	86006	1796300	698840	766220	645510	1014800	1263000	957650	130770	951740	1307200	985130	1401600	1274700	188950	166640	1709100	689830	835970	675700	1024000	1214600	915880	144260	59	59	59	59	59	49	54	59	59	59	59	59	59	59	59	3213200000	61				1244	50;387;460;1138;1154;1512;1744;1802;2031;2225;2456;2708;2841;2960;4220;4324;4469;4501;4743;5055;5066;5088;5323;5324;5762;5969;5984;6261;6291;6292;6436;6853;6881;6888;7121;7136;7144;7297;7434;7435;8141;8423	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	51;396;470;1171;1187;1564;1802;1865;2108;2306;2543;2803;2938;3060;4363;4469;4621;4654;4904;5229;5240;5263;5504;5505;5999;6217;6232;6521;6551;6552;6702;7130;7159;7167;7414;7430;7440;7596;7735;7736;8467;8763	77;78;588;695;696;1865;1887;2595;2916;3017;3438;3732;4082;4468;4695;4852;4853;6929;7076;7304;7305;7359;7727;8246;8276;8307;8685;8686;9482;9837;9861;10364;10401;10402;10403;10645;10646;11243;11244;11297;11308;11737;11758;11769;11964;11965;12172;12173;12174;13344;13813	91;92;726;874;875;876;2443;2470;3404;3780;3947;4498;4847;5285;5783;6056;6249;6250;9251;9252;9253;9447;9735;9736;9818;10312;10976;10977;11039;11074;11075;11562;11563;12602;13062;13093;13780;13819;13820;13821;13822;13823;14116;14117;14858;14859;14860;14928;14929;14941;15508;15535;15548;15775;15776;16015;16016;16017;16018;17505;18173	92;726;876;2443;2470;3404;3780;3947;4498;4847;5285;5783;6056;6249;9252;9447;9735;9818;10312;10977;11039;11075;11562;11563;12602;13062;13093;13780;13820;13823;14116;14859;14929;14941;15508;15535;15548;15776;16015;16018;17505;18173		
sp|Q9UPQ0|LIMC1_HUMAN	sp|Q9UPQ0|LIMC1_HUMAN	59	59	59	sp|Q9UPQ0|LIMC1_HUMAN LIM and calponin homology domains-containing protein 1 OS=Homo sapiens OX=9606 GN=LIMCH1 PE=1 SV=4	1	59	59	59	51.9	51.9	51.9	121.87	1083	1083	0	323.31	3931100	2523700	2480100	3978000	2616500	1155700	927360	6409400	1501200	2835500	5213400	1501600	2359300	1976600	1574200	3613900	2372000	2630600	3902100	2658700	1464900	1039300	6142300	1606800	2983700	5058200	1595000	2458100	1880700	1520900	111	111	111	111	111	109	109	111	111	111	111	111	111	111	111	16598000000	118				1245	672;673;724;801;909;1029;1358;1359;1597;1645;1790;2027;2080;2089;2118;2192;2494;2502;2533;2534;2959;3001;3930;3931;4033;4169;4231;4727;4764;4957;5458;5568;5569;5857;6022;6053;6314;6379;6648;6693;6726;6769;6833;6838;7130;7131;7151;7189;7210;7430;7431;7445;7446;7593;7891;8222;8318;8813;8832	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	691;692;746;823;824;938;1060;1398;1399;1652;1701;1851;2104;2158;2168;2197;2272;2584;2592;2624;2625;3059;3103;4059;4060;4165;4166;4311;4374;4887;4927;5125;5658;5659;5789;5790;6098;6271;6306;6577;6643;6920;6964;6997;7043;7109;7114;7424;7425;7447;7487;7508;7730;7731;7746;7747;7899;8210;8552;8650;9168;9187	1076;1077;1167;1279;1280;1281;1282;1469;1470;1644;1645;2251;2252;2253;2730;2794;2795;3000;3434;3523;3537;3575;3683;4141;4142;4164;4165;4218;4219;4850;4851;4923;6464;6465;6466;6609;6610;6851;6852;6853;6854;6950;7705;7772;7773;7774;8046;8900;8901;8902;9121;9122;9123;9621;9935;10016;10017;10018;10452;10453;10454;10455;10456;10547;10548;10930;10982;11038;11039;11040;11116;11210;11218;11219;11749;11750;11751;11778;11824;11825;11850;12166;12167;12168;12185;12186;12187;12459;12460;12930;13480;13619;14426;14459	1406;1407;1528;1679;1680;1681;1682;1936;1937;1938;1939;2144;2145;2949;2950;2951;3562;3634;3635;3928;4493;4494;4620;4621;4636;4677;4794;5352;5353;5385;5386;5387;5472;5473;6244;6245;6246;6247;6248;6341;8556;8557;8558;8773;8774;9137;9138;9139;9140;9141;9286;10286;10287;10383;10384;10385;10705;11817;11818;11819;11820;12102;12103;12104;12766;13194;13307;13308;13309;13882;13883;13884;13885;13886;13887;14005;14006;14482;14538;14539;14618;14619;14620;14621;14622;14715;14818;14827;14828;15522;15523;15524;15525;15526;15527;15557;15613;15614;15644;16009;16010;16011;16031;16032;16033;16034;16384;16385;16943;17702;17703;17884;17885;18974;18975;18976;19020;19021	1406;1407;1528;1681;1937;2144;2949;2951;3562;3634;3928;4493;4620;4636;4677;4794;5353;5387;5472;5473;6245;6341;8557;8558;8774;9141;9286;10287;10384;10705;11820;12102;12104;12766;13194;13307;13887;14006;14482;14539;14619;14715;14818;14827;15524;15526;15557;15614;15644;16010;16011;16031;16032;16385;16943;17703;17885;18975;19020	398;399;400	517;733;855
sp|Q9UPQ9|TNR6B_HUMAN	sp|Q9UPQ9|TNR6B_HUMAN	2	2	2	sp|Q9UPQ9|TNR6B_HUMAN Trinucleotide repeat-containing gene 6B protein OS=Homo sapiens OX=9606 GN=TNRC6B PE=1 SV=4	1	2	2	2	1.5	1.5	1.5	194	1833	1833	0	13.259	7732.4	8191.5	8164.3	10086	7553.1	4018.7	2149.8	10897	6869.2	7653.3	10333	6753.2	6229.3	6912.3	4184.6	7131.3	7666.6	8216.8	10045	7727.5	4586.6	2581.6	10660	6855.8	7910.3	10236	6916.3	6383.9	6601.7	4041.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17597000	2				1246	5839;7356	True;True	6079;7655	9596;12047	12741;15872	12741;15872		
sp|Q9UQ35|SRRM2_HUMAN	sp|Q9UQ35|SRRM2_HUMAN	20	20	20	sp|Q9UQ35|SRRM2_HUMAN Serine/arginine repetitive matrix protein 2 OS=Homo sapiens OX=9606 GN=SRRM2 PE=1 SV=2	1	20	20	20	8.9	8.9	8.9	299.61	2752	2752	0	141.19	407890	369860	229300	377010	304400	77192	56198	534190	175760	245470	349200	215400	347410	299730	98783	374790	344490	247530	378600	303650	107750	73088	511410	180140	261830	347430	224270	342470	284920	98764	22	22	22	22	22	21	20	22	21	22	21	22	22	22	20	618070000	23				1247	30;703;1296;1631;1705;2459;2973;6539;6662;6718;6772;7066;7176;7372;7470;7509;7528;7856;7881;8565	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	31;724;1335;1687;1762;2546;3073;6809;6934;6989;7046;7355;7473;7672;7770;7810;7829;8173;8200;8913	46;1134;2161;2776;2868;4085;4874;10794;10946;11026;11119;11627;11806;12076;12077;12229;12285;12308;12309;12876;12877;12916;14066	52;1479;2837;3616;3719;5288;6281;14316;14500;14603;14718;15354;15590;15905;15906;16092;16162;16190;16191;16881;16882;16929;18531	52;1479;2837;3616;3719;5288;6281;14316;14500;14603;14718;15354;15590;15906;16092;16162;16190;16882;16929;18531		
sp|Q9Y224|RTRAF_HUMAN	sp|Q9Y224|RTRAF_HUMAN	9	9	9	sp|Q9Y224|RTRAF_HUMAN RNA transcription, translation and transport factor protein OS=Homo sapiens OX=9606 GN=RTRAF PE=1 SV=1	1	9	9	9	47.1	47.1	47.1	28.068	244	244	0	114.72	646480	327480	281370	462630	242070	68457	46890	508600	217860	251310	351720	238400	424940	289510	81500	593430	306580	314120	454600	249780	104140	62473	487450	219950	267030	353760	245680	414680	275730	83832	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	657880000	15				1248	351;1689;3205;3639;4552;4817;5539;6029;8993	True;True;True;True;True;True;True;True;True	357;1746;3312;3762;4709;4982;5759;6278;9350	535;2847;2848;5261;6009;6010;7442;7443;7851;9069;9070;9944;14696;14697	666;3695;3696;6802;7937;7938;9943;9944;10472;12040;12041;12042;13203;19299;19300	666;3695;6802;7937;9944;10472;12042;13203;19300		
sp|Q9Y230|RUVB2_HUMAN	sp|Q9Y230|RUVB2_HUMAN	3	3	3	sp|Q9Y230|RUVB2_HUMAN RuvB-like 2 OS=Homo sapiens OX=9606 GN=RUVBL2 PE=1 SV=3	1	3	3	3	7.8	7.8	7.8	51.156	463	463	0	20.175	84444	87767	81665	93808	68011	17561	13448	88160	65821	73092	91102	57805	66352	79008	19167	77827	81795	82664	93816	70094	24177	17923	85878	65211	74718	90730	60305	66217	75125	19155	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	100470000	4				1249	486;860;893	True;True;True	502;885;920	786;1377;1378;1440	1018;1816;1817;1902	1018;1816;1902		
sp|Q9Y241|HIG1A_HUMAN	sp|Q9Y241|HIG1A_HUMAN	1	1	1	sp|Q9Y241|HIG1A_HUMAN HIG1 domain family member 1A, mitochondrial OS=Homo sapiens OX=9606 GN=HIGD1A PE=1 SV=1	1	1	1	1	19.4	19.4	19.4	10.143	93	93	0	15.336	30959	27647	25827	23288	22383	3950.5	2876.1	33403	21117	20622	27993	19433	21985	21904	4054.8	28504	25679	26499	23719	22966	5934.2	4453.9	32126	20826	21548	27954	19950	21764	20886	4187.9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	79353000	1				1250	7329	True	7628	12008	15828	15828		
sp|Q9Y265|RUVB1_HUMAN	sp|Q9Y265|RUVB1_HUMAN	4	4	4	sp|Q9Y265|RUVB1_HUMAN RuvB-like 1 OS=Homo sapiens OX=9606 GN=RUVBL1 PE=1 SV=1	1	4	4	4	11.6	11.6	11.6	50.227	456	456	0	28.615	66097	39919	51876	54255	34168	7722.2	5915.6	66173	42717	44862	66842	31553	44111	42959	8444.3	60833	37342	53420	53423	36067	12113	8514.1	63785	42358	46153	66179	33076	44022	40851	8695.9	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	60308000	4				1251	705;894;2854;3552	True;True;True;True	727;921;2951;3669	1138;1441;4710;5855	1484;1903;6076;7718	1484;1903;6076;7718		
sp|Q9Y277|VDAC3_HUMAN	sp|Q9Y277|VDAC3_HUMAN	5	5	5	sp|Q9Y277|VDAC3_HUMAN Voltage-dependent anion-selective channel protein 3 OS=Homo sapiens OX=9606 GN=VDAC3 PE=1 SV=1	1	5	5	5	19.8	19.8	19.8	30.658	283	283	0	38.187	37300	36012	50302	35755	29000	6309.7	6313.5	39514	35625	40885	39136	34436	27125	25432	9095.1	34475	33522	49550	35941	31048	9028.8	8407	38697	34876	41317	39243	34880	27193	24456	9015.6	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	71825000	6				1252	745;3127;5140;5189;8823	True;True;True;True;True	766;3230;5316;5367;9178	1192;5107;8373;8374;8490;14440	1558;6555;11157;11158;11313;18997	1558;6555;11157;11313;18997		
sp|Q9Y281|COF2_HUMAN	sp|Q9Y281|COF2_HUMAN	3	1	1	sp|Q9Y281|COF2_HUMAN Cofilin-2 OS=Homo sapiens OX=9606 GN=CFL2 PE=1 SV=1	1	3	1	1	18.1	7.2	7.2	18.736	166	166	0.0010277	8.2118	22715	17145	17255	19441	18019	3891.2	2424	30463	12519	15343	22764	20082	13805	11161	6047.7	20903	15995	17909	19382	18222	5548.4	3563.5	29189	12546	16440	22431	19924	13993	10816	5923.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	26300000	1				1253	754;5417;8872	True;False;False	775;5609;5610;9227	1203;8829;8830;8831;14518;14519;14520	1570;11731;11732;11733;19085;19086;19087	1570;11733;19087	144	115
sp|Q9Y285|SYFA_HUMAN	sp|Q9Y285|SYFA_HUMAN	5	5	5	sp|Q9Y285|SYFA_HUMAN Phenylalanine--tRNA ligase alpha subunit OS=Homo sapiens OX=9606 GN=FARSA PE=1 SV=3	1	5	5	5	14.8	14.8	14.8	57.563	508	508	0	51.751	119480	89248	105270	110230	77970	17440	14621	151590	83707	92455	129650	73298	90169	66640	22173	110050	83352	107310	109190	81267	26669	20067	145720	83194	95884	128560	75012	89989	63790	22391	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	166620000	6				1254	3305;6541;6672;7043;8734	True;True;True;True;True	3417;6811;6944;7329;9086	5426;10796;10956;11579;11580;14316	7057;14318;14510;15290;15291;18834	7057;14318;14510;15291;18834		
sp|Q9Y2K5|R3HD2_HUMAN	sp|Q9Y2K5|R3HD2_HUMAN	1	1	1	sp|Q9Y2K5|R3HD2_HUMAN R3H domain-containing protein 2 OS=Homo sapiens OX=9606 GN=R3HDM2 PE=1 SV=3	1	1	1	1	1	1	1	107	976	976	1	-2	14927	14968	13622	14476	14734	8002.8	6647.8	17768	12566	15193	15148	11270	12230	11913	10749	13752	13965	13909	14705	14959	8697.2	7266.5	17550	12609	15446	15221	11633	12486	11372	10314	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24700000	1	+			1255	5785	True	6022	9513	12640	12640	401	170
sp|Q9Y2Q3|GSTK1_HUMAN	sp|Q9Y2Q3|GSTK1_HUMAN	3	3	3	sp|Q9Y2Q3|GSTK1_HUMAN Glutathione S-transferase kappa 1 OS=Homo sapiens OX=9606 GN=GSTK1 PE=1 SV=3	1	3	3	3	18.1	18.1	18.1	25.497	226	226	0	23.892	15725	17687	20927	19596	16329	3766.6	3824.3	18986	14828	19146	23692	16077	13542	15102	4373.8	14533	16493	20685	19553	16926	5156.5	4831.6	18617	14789	19393	23389	16429	13699	14446	4345.3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	22884000	3				1256	323;5372;5575	True;True;True	328;5560;5796	489;8763;9130	604;11652;12111	604;11652;12111		
